Date,Open,High,Low,Close,Adj Close,Volume
2002-08-12,508.1000061035156,512.5499877929688,505.0,505.1499938964844,414.73968505859375,7100
2002-08-13,503.5,515.0,503.5,509.04998779296875,417.94171142578125,8800
2002-08-14,502.1000061035156,515.0,502.1000061035156,514.4000244140625,422.33416748046875,18700
2002-08-15,514.4000244140625,514.4000244140625,514.4000244140625,514.4000244140625,422.33416748046875,0
2002-08-16,516.0,516.8499755859375,510.0,511.0,419.54266357421875,9400
2002-08-19,515.0,518.9500122070312,512.0499877929688,513.0,421.18475341796875,9100
2002-08-20,516.5,547.3499755859375,513.2999877929688,523.2999877929688,429.6413269042969,87200
2002-08-21,530.0,533.7999877929688,518.0,519.7000122070312,426.685546875,26000
2002-08-22,521.0,531.0,516.5499877929688,524.8499755859375,430.9137878417969,17700
2002-08-23,535.0,572.0,535.0,561.9000244140625,461.332763671875,701900
2002-08-26,560.0,560.0,530.0,546.4000244140625,448.6070251464844,50100
2002-08-27,546.0,558.0,546.0,552.0,453.20465087890625,29100
2002-08-28,541.0,557.0,541.0,555.3499755859375,455.9550476074219,20100
2002-08-29,555.0,567.9500122070312,548.0,553.8499755859375,454.72357177734375,138400
2002-08-30,555.0999755859375,559.9000244140625,553.0,555.0499877929688,455.7087707519531,39400
2002-09-02,558.5,561.5,557.0,558.9500122070312,458.9107360839844,22900
2002-09-03,560.0,560.5,556.0,558.25,458.3359069824219,8400
2002-09-04,552.0499877929688,560.0,552.0499877929688,559.2000122070312,459.1160888671875,7800
2002-09-05,571.0,578.0,564.0,571.2000122070312,468.9683837890625,974200
2002-09-06,570.0,570.0,562.0,565.4000244140625,464.20648193359375,14500
2002-09-09,560.0,563.7000122070312,555.6500244140625,560.0999755859375,459.8548583984375,16800
2002-09-10,560.0999755859375,560.0999755859375,560.0999755859375,560.0999755859375,459.8548583984375,0
2002-09-11,563.5,563.5,556.0,560.5499877929688,460.22430419921875,32400
2002-09-12,557.1500244140625,561.0,557.1500244140625,560.0,459.7728271484375,13200
2002-09-13,560.0,560.0,554.5,557.0499877929688,457.3507995605469,1900
2002-09-16,551.0,559.75,551.0,558.2000122070312,458.29486083984375,5300
2002-09-17,558.0,560.9500122070312,554.0999755859375,560.4500122070312,460.1423645019531,7300
2002-09-18,556.25,561.0,556.25,560.7000122070312,460.3475341796875,7800
2002-09-19,560.0,560.0,552.5,555.0499877929688,455.7087707519531,23800
2002-09-20,550.5,561.0,550.5,552.4000244140625,453.5330505371094,2900
2002-09-23,550.4000244140625,560.0,550.4000244140625,557.5999755859375,457.8023986816406,6000
2002-09-24,557.9500122070312,580.0,553.0,570.8499755859375,468.680908203125,195900
2002-09-25,567.9500122070312,569.0,559.0,561.6500244140625,461.1275634765625,16700
2002-09-26,560.0999755859375,563.0,557.5999755859375,559.1500244140625,459.07501220703125,4700
2002-09-27,568.9000244140625,568.9000244140625,555.0,562.5999755859375,461.9073486328125,58000
2002-09-30,566.0,571.4000244140625,563.2999877929688,570.0,467.98297119140625,151700
2002-10-01,563.0,565.5499877929688,558.0,560.6500244140625,460.3064880371094,7000
2002-10-02,560.6500244140625,560.6500244140625,560.6500244140625,560.6500244140625,460.3064880371094,0
2002-10-03,560.0,567.4000244140625,560.0,564.0,463.056884765625,8900
2002-10-04,568.8499755859375,569.0,564.0,565.75,464.4937438964844,6800
2002-10-07,557.0,569.5999755859375,557.0,566.0499877929688,464.74005126953125,13700
2002-10-08,556.0,568.0,556.0,566.5,465.1095275878906,8200
2002-10-09,562.0,566.9500122070312,562.0,564.7000122070312,463.6317443847656,8800
2002-10-10,562.5499877929688,569.0,562.25,566.5499877929688,465.1504211425781,37100
2002-10-11,562.5,564.0,560.0,561.2000122070312,460.7580871582031,10600
2002-10-14,575.0,575.0,560.0499877929688,560.1500244140625,459.8960876464844,1600
2002-10-15,560.1500244140625,560.1500244140625,560.1500244140625,560.1500244140625,459.8960876464844,0
2002-10-16,560.0,561.0,556.5,560.1500244140625,459.8960876464844,5600
2002-10-17,555.25,564.5,554.5,561.1500244140625,460.7171936035156,12400
2002-10-18,557.0999755859375,567.7999877929688,557.0999755859375,562.5999755859375,461.9073486328125,34500
2002-10-21,558.0999755859375,564.0,545.2000122070312,548.3499755859375,450.2078857421875,29200
2002-10-22,585.0,591.0,550.0,552.2999877929688,453.45098876953125,13400
2002-10-23,555.0,558.0,548.5,555.2999877929688,455.9140319824219,20400
2002-10-24,548.0499877929688,564.5,548.0499877929688,560.7999877929688,460.4295349121094,10700
2002-10-25,547.5,563.0,547.5,559.5999755859375,459.4443359375,30200
2002-10-28,561.5,565.0,548.9000244140625,562.5999755859375,461.9073486328125,31600
2002-10-29,556.5,562.6500244140625,556.5,560.7000122070312,460.3475341796875,4300
2002-10-30,549.0499877929688,562.9000244140625,549.0499877929688,556.0,456.4888610839844,16900
2002-10-31,553.1500244140625,554.0499877929688,550.0,550.5,451.97314453125,25100
2002-11-01,541.0999755859375,547.75,521.0499877929688,533.75,438.2210998535156,49900
2002-11-04,533.2000122070312,537.0,529.6500244140625,535.5499877929688,439.6988525390625,4000
2002-11-05,544.9000244140625,544.9000244140625,530.0499877929688,531.3499755859375,436.25042724609375,5300
2002-11-06,531.3499755859375,531.3499755859375,531.3499755859375,531.3499755859375,436.25042724609375,0
2002-11-07,531.0,535.5499877929688,525.0,532.75,437.39996337890625,32100
2002-11-08,529.1500244140625,530.0,525.0,526.2000122070312,432.0223083496094,6900
2002-11-11,525.25,528.0,522.5999755859375,524.5499877929688,430.6676025390625,5800
2002-11-12,554.0,554.0,524.5,528.1500244140625,433.6231994628906,12600
2002-11-13,529.9500122070312,533.7999877929688,519.0,519.5999755859375,426.6035461425781,16700
2002-11-14,516.0999755859375,520.0,513.0499877929688,515.75,423.44256591796875,30500
2002-11-15,515.0,517.9000244140625,513.0,514.75,422.6214294433594,13400
2002-11-18,516.0,524.2999877929688,514.0,516.9000244140625,424.3867492675781,15400
2002-11-19,516.9000244140625,516.9000244140625,516.9000244140625,516.9000244140625,424.3867492675781,0
2002-11-20,522.0,527.5,516.0999755859375,517.7999877929688,425.12567138671875,24100
2002-11-21,520.0,520.0,514.0,516.0,423.6478576660156,6000
2002-11-22,516.0,529.0,514.2000122070312,517.7000122070312,425.0435791015625,13400
2002-11-25,520.0,530.0,517.3499755859375,525.1500244140625,431.1602478027344,6800
2002-11-26,539.0,543.0,527.0999755859375,535.4000244140625,439.5757141113281,22200
2002-11-27,533.0,533.0,520.0499877929688,524.4500122070312,430.5855407714844,6300
2002-11-28,532.9000244140625,537.9000244140625,528.2000122070312,534.75,439.0419006347656,5800
2002-11-29,534.75,534.75,534.75,534.75,439.0419006347656,0
2002-12-02,544.8499755859375,544.8499755859375,538.6500244140625,543.0999755859375,445.8976745605469,7500
2002-12-03,543.0,547.5,542.0499877929688,545.0999755859375,447.5396423339844,7700
2002-12-04,546.9000244140625,548.0,539.4500122070312,544.7000122070312,447.21136474609375,23300
2002-12-05,545.0,546.0,531.0,534.0,438.42620849609375,12300
2002-12-06,545.0,591.0,535.0999755859375,539.75,443.1470947265625,13500
2002-12-09,530.0,535.0,515.0999755859375,518.0999755859375,425.3719787597656,30100
2002-12-10,520.0,528.5,519.2000122070312,522.1500244140625,428.6971435546875,9800
2002-12-11,517.0,523.0,510.25,521.5499877929688,428.2044677734375,33200
2002-12-12,518.5499877929688,522.4000244140625,518.4000244140625,521.5999755859375,428.2455749511719,4500
2002-12-13,520.1500244140625,522.5,519.0,521.5499877929688,428.2044677734375,6500
2002-12-16,520.0999755859375,523.0,512.0,516.4000244140625,423.97625732421875,29200
2002-12-17,516.75,522.5,515.5499877929688,517.4500122070312,424.8383483886719,2600
2002-12-18,518.0,521.9000244140625,516.0999755859375,517.1500244140625,424.5920104980469,3000
2002-12-19,513.7000122070312,519.9500122070312,510.0,512.0,420.36370849609375,17700
2002-12-20,517.0,518.0,514.5,516.0,423.6478576660156,13500
2002-12-23,518.5,521.0,516.25,519.4500122070312,426.4803161621094,22400
2002-12-24,523.0,523.7999877929688,518.0,519.6500244140625,426.6446838378906,2700
2002-12-25,519.6500244140625,519.6500244140625,519.6500244140625,519.6500244140625,426.6446838378906,0
2002-12-26,522.7999877929688,522.7999877929688,517.0,520.2999877929688,427.1781005859375,3000
2002-12-27,520.0,528.0,498.04998779296875,523.1500244140625,429.5181884765625,5000
2002-12-30,520.0,529.0,520.0,522.2000122070312,428.7381591796875,10000
2002-12-31,515.0,524.9000244140625,510.0,523.5499877929688,429.8465881347656,10300
2003-01-01,513.0,525.0,513.0,524.9000244140625,430.95489501953125,2300
2003-01-02,527.9000244140625,528.0,521.2000122070312,525.2000122070312,431.20123291015625,1600
2003-01-03,516.0499877929688,527.9500122070312,516.0499877929688,526.4500122070312,432.22747802734375,5000
2003-01-06,528.5,536.0,526.2000122070312,528.3499755859375,433.7875061035156,8800
2003-01-07,528.0,535.0,528.0,530.4500122070312,435.51171875,7600
2003-01-08,531.6500244140625,538.9500122070312,528.5,534.8499755859375,439.1241149902344,35200
2003-01-09,532.5499877929688,537.9500122070312,532.5499877929688,536.4500122070312,440.43780517578125,4100
2003-01-10,530.0,545.0,529.5,543.4000244140625,446.1438293457031,11400
2003-01-13,548.4000244140625,548.4000244140625,541.5,543.0499877929688,445.85650634765625,13000
2003-01-14,546.0,548.0,537.0999755859375,538.4500122070312,442.07977294921875,10400
2003-01-15,542.0,544.0,535.9000244140625,542.5999755859375,445.4869384765625,8000
2003-01-16,539.5,542.0,535.0,536.8499755859375,440.7661437988281,7800
2003-01-17,535.2000122070312,544.9500122070312,534.0,543.0,445.81536865234375,18500
2003-01-20,540.0,540.0,534.0,536.5499877929688,440.51995849609375,9400
2003-01-21,538.0,539.9500122070312,530.0,533.7999877929688,438.2621154785156,11500
2003-01-22,531.0,538.0,530.7999877929688,535.75,439.863037109375,7400
2003-01-23,540.0,550.0,540.0,548.3499755859375,450.2078857421875,274600
2003-01-24,539.2000122070312,545.0,538.25,540.0499877929688,443.3934326171875,11700
2003-01-27,544.0,554.0,531.1500244140625,551.0,452.3836364746094,20500
2003-01-28,557.0,568.0,541.3499755859375,552.2999877929688,453.45098876953125,12000
2003-01-29,538.0,549.0,538.0,540.3499755859375,443.63970947265625,12900
2003-01-30,540.0999755859375,547.9000244140625,531.25,539.2000122070312,442.6955871582031,15800
2003-01-31,539.25,544.75,528.7000122070312,539.5999755859375,443.02386474609375,5200
2003-02-03,539.5999755859375,546.0,538.0,540.7000122070312,443.92694091796875,5900
2003-02-04,545.0,549.9000244140625,535.25,536.3499755859375,440.3555908203125,12900
2003-02-05,546.9500122070312,546.9500122070312,531.25,533.5,438.015625,7300
2003-02-06,534.0499877929688,537.7000122070312,530.0,532.2000122070312,436.94842529296875,6700
2003-02-07,532.0499877929688,535.0,532.0,532.2000122070312,436.94842529296875,3500
2003-02-10,529.0,533.0,529.0,529.7999877929688,434.97784423828125,11500
2003-02-11,544.0,544.0,525.0,525.2999877929688,431.2833557128906,9500
2003-02-12,521.2999877929688,527.0,521.2999877929688,524.7999877929688,430.8729248046875,7300
2003-02-13,524.7999877929688,524.7999877929688,524.7999877929688,524.7999877929688,430.8729248046875,0
2003-02-14,525.0,531.0,522.5499877929688,527.5499877929688,433.1307067871094,3800
2003-02-17,535.9500122070312,535.9500122070312,528.0,530.5499877929688,435.5937194824219,4200
2003-02-18,530.0499877929688,535.0,530.0,533.1500244140625,437.7283630371094,6900
2003-02-19,533.0,542.0,529.4000244140625,538.7999877929688,442.3670654296875,16300
2003-02-20,533.2000122070312,539.0,533.2000122070312,536.5,440.4788513183594,2400
2003-02-21,537.0,540.0,532.5,538.75,442.326171875,3900
2003-02-24,533.2999877929688,539.0,533.2999877929688,534.4500122070312,438.7957763671875,3900
2003-02-25,538.5,538.7999877929688,528.0499877929688,530.5,435.5526428222656,9600
2003-02-26,526.0499877929688,537.6500244140625,526.0499877929688,531.1500244140625,436.0864562988281,5400
2003-02-27,539.0,540.0,527.5,536.9000244140625,440.8072204589844,16400
2003-02-28,538.7000122070312,545.0,531.1500244140625,535.0999755859375,439.3293762207031,15400
2003-03-03,535.0,539.4500122070312,532.2000122070312,533.0999755859375,437.68731689453125,3600
2003-03-04,527.5,538.75,527.5,529.6500244140625,434.8548278808594,13200
2003-03-05,536.0,536.0,528.0499877929688,530.1500244140625,435.2653503417969,8600
2003-03-06,536.5,536.5,522.0,523.25,429.6003112792969,5900
2003-03-07,527.6500244140625,535.0,523.0499877929688,533.8499755859375,438.3030090332031,11400
2003-03-10,531.0,540.0,522.6500244140625,529.4500122070312,434.69061279296875,16000
2003-03-11,527.1500244140625,540.0,525.2999877929688,530.0,435.1421203613281,8300
2003-03-12,530.0,535.0,526.3499755859375,531.0499877929688,436.0042419433594,5700
2003-03-13,527.5999755859375,538.0,527.5999755859375,536.8499755859375,440.7661437988281,8700
2003-03-14,536.8499755859375,536.8499755859375,536.8499755859375,536.8499755859375,440.7661437988281,0
2003-03-17,537.0,540.0,531.5999755859375,535.7000122070312,439.8221130371094,13700
